NO_REGIAO_IES;CO_REGIAO_IES;SG_UF_IES;CO_UF_IES;CO_MUNICIPIO_IES;IN_CAPITAL_IES;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;CO_IES;QT_TEC_TOTAL;QT_DOC_EXE;QT_DOC_EX_MEST;QT_DOC_EX_DOUT;QT_DOC_EX_INT;QT_DOC_EX_INT_DE;QT_CURSO;QT_VG_TOTAL;QT_MAT;QT_MAT_DEFICIENTE;QT_MAT_FINANC;QT_MAT_FIES;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_RESERVA_VAGA;QT_MAT_RVPDEF;QT_MAT_APOIO_SOCIAL;QT_MAT_ATIV_EXTRACURRICULAR;QT_MAT_MOB_ACADEMICA;PROP_PCD
Sudeste;3;SP;35;3525904;0;3;2;4;1502;54;41;4;34;0;0;3.0;272.0;45.0;1.0;23.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;0.0;0.022222222222222223
Nordeste;2;AL;27;2704302;1;2;2;4;1504;106;163;84;35;75;0;22.0;6488.0;6657.0;11.0;5704.0;263.0;429.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016523959741625357
Sul;4;SC;42;4208203;0;3;2;5;1506;2;11;9;2;2;0;3.0;300.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4115200;0;2;2;4;1508;49;80;42;20;17;0;42.0;1463.0;4685.0;3.0;2559.0;38.0;603.0;212.0;0.0;0.0;0.0;0.0;0.0;0.0006403415154749199
Sudeste;3;MG;31;3106200;1;2;2;4;1509;120;182;91;77;41;0;36.0;18335.0;4466.0;5.0;4423.0;127.0;317.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0011195700850873264
Sul;4;SC;42;4216602;0;2;2;4;1510;80;320;175;132;159;0;116.0;8227.0;99781.0;129.0;99695.0;43.0;944.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0012928313005482006
Nordeste;2;PI;22;2211001;1;3;2;4;1513;17;36;4;26;1;0;1.0;118.0;143.0;5.0;96.0;5.0;15.0;0.0;0.0;0.0;0.0;34.0;0.0;0.03496503496503497
Sudeste;3;ES;32;3204906;0;2;2;4;1514;94;124;55;32;36;0;20.0;203.0;966.0;3.0;353.0;123.0;48.0;98.0;960.0;0.0;0.0;963.0;0.0;0.003105590062111801
Norte;1;RO;11;1100205;1;3;2;4;1515;122;29;9;2;9;0;5.0;1320.0;297.0;11.0;53.0;17.0;27.0;20.0;0.0;0.0;0.0;0.0;0.0;0.037037037037037035
Sul;4;PR;41;4118501;0;2;2;4;1519;84;172;82;22;44;0;14.0;1858.0;2470.0;3.0;717.0;193.0;223.0;0.0;0.0;0.0;71.0;0.0;0.0;0.0012145748987854252
Sudeste;3;SP;35;3550308;1;3;2;5;1520;261;31;4;27;17;10;1.0;95.0;103.0;0.0;6.0;0.0;0.0;0.0;9.0;0.0;42.0;103.0;0.0;0.0
Norte;1;PA;15;1501402;1;3;2;4;1521;66;175;95;76;49;0;20.0;13851.0;4572.0;3.0;4549.0;543.0;450.0;92.0;0.0;0.0;0.0;0.0;0.0;0.0006561679790026247
Sul;4;PR;41;4108403;0;3;2;4;1523;19;53;29;8;6;0;6.0;580.0;452.0;1.0;94.0;30.0;26.0;34.0;0.0;0.0;0.0;244.0;0.0;0.0022123893805309734
Nordeste;2;BA;29;2927408;1;3;2;4;1524;4;7;3;3;2;0;2.0;310.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;2;2;5;1526;8;53;27;8;8;2;11.0;472.0;682.0;5.0;6.0;0.0;0.0;0.0;0.0;0.0;10.0;18.0;0.0;0.007331378299120235
Sul;4;SC;42;4209102;0;3;2;5;1530;7;17;8;2;5;5;1.0;130.0;25.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4119152;0;2;2;5;1535;60;43;23;7;9;0;11.0;1474.0;658.0;6.0;348.0;2.0;19.0;0.0;0.0;0.0;0.0;7.0;0.0;0.00911854103343465
Sul;4;PR;41;4127106;0;2;2;4;1536;41;109;36;15;11;0;24.0;1374.0;1596.0;4.0;69.0;16.0;36.0;18.0;0.0;0.0;0.0;166.0;2.0;0.002506265664160401
Centro-Oeste;5;DF;53;5300108;1;2;2;5;1538;506;47;15;32;0;0;52.0;1634.0;5018.0;3.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005978477481068154
Norte;1;RO;11;1100023;0;3;2;5;1540;54;45;22;6;17;10;7.0;551.0;1087.0;1.0;406.0;81.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0009199632014719411
Sudeste;3;SP;35;3550308;1;3;2;4;1541;15;48;20;7;4;3;22.0;658.0;959.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010427528675703858
Sudeste;3;RJ;33;3306305;0;2;2;5;1542;288;161;92;36;51;0;29.0;13815.0;3878.0;80.0;156.0;1.0;155.0;0.0;0.0;0.0;0.0;153.0;0.0;0.020629190304280558
Sudeste;3;SP;35;3507001;0;3;2;5;1545;4;6;2;1;1;1;1.0;875.0;60.0;0.0;59.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2108207;0;3;2;5;1546;21;75;28;11;38;0;8.0;1080.0;1118.0;0.0;256.0;210.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
Nordeste;2;CE;23;2307304;0;3;2;4;1547;77;124;54;39;19;0;7.0;3354.0;1631.0;1.0;1290.0;429.0;126.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0006131207847946045
Nordeste;2;PI;22;2207702;0;2;2;4;1552;93;119;52;16;56;0;19.0;5764.0;4182.0;1.0;3277.0;613.0;342.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023912003825920613
Sudeste;3;SP;35;3542602;0;2;2;4;1554;44;95;37;22;19;0;34.0;1310.0;4173.0;2.0;2779.0;62.0;323.0;0.0;0.0;0.0;0.0;184.0;0.0;0.0004792715073088905
Nordeste;2;CE;23;2304400;1;2;2;4;1556;64;145;87;40;57;0;17.0;4994.0;1953.0;1.0;1630.0;142.0;155.0;71.0;0.0;0.0;202.0;239.0;0.0;0.0005120327700972862
Sudeste;3;MG;31;3106200;1;1;2;5;1557;226;230;118;86;77;0;38.0;14478.0;3706.0;69.0;3501.0;212.0;246.0;514.0;0.0;0.0;0.0;316.0;0.0;0.0186184565569347
Sudeste;3;MG;31;3136207;0;3;2;5;1558;47;57;38;14;0;0;8.0;783.0;1060.0;3.0;167.0;6.0;41.0;1.0;0.0;0.0;0.0;0.0;0.0;0.002830188679245283
Sudeste;3;ES;32;3201506;0;2;2;5;1559;350;263;100;59;82;0;25.0;2672.0;4148.0;19.0;1149.0;0.0;200.0;245.0;0.0;0.0;0.0;4128.0;0.0;0.004580520732883318
Sudeste;3;SP;35;3552205;0;3;2;4;1561;18;138;72;13;31;0;26.0;2383.0;1412.0;23.0;514.0;56.0;74.0;422.0;0.0;0.0;0.0;0.0;0.0;0.016288951841359773
Nordeste;2;PI;22;2211001;1;2;2;4;1563;192;281;108;71;80;0;12.0;2519.0;5913.0;4.0;2900.0;967.0;578.0;0.0;0.0;0.0;164.0;0.0;0.0;0.0006764755623203111
Sudeste;3;RJ;33;3306305;0;3;2;4;1564;27;30;16;4;2;0;6.0;1333.0;319.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3113404;0;3;2;5;1568;309;49;28;14;0;0;8.0;968.0;888.0;0.0;106.0;11.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3503208;0;3;2;5;1569;5;12;6;6;2;0;6.0;510.0;123.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008130081300813009
Nordeste;2;BA;29;2915601;0;3;2;4;1572;24;32;12;9;2;0;8.0;1631.0;413.0;0.0;413.0;3.0;58.0;74.0;0.0;0.0;0.0;412.0;0.0;0.0
Centro-Oeste;5;GO;52;5201405;0;2;2;4;1573;231;327;108;68;143;0;16.0;2852.0;4355.0;0.0;16.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4115804;0;3;2;4;1574;20;53;30;19;15;0;10.0;830.0;691.0;0.0;674.0;19.0;31.0;29.0;0.0;0.0;0.0;299.0;0.0;0.0
Sudeste;3;MG;31;3104007;0;2;2;5;1575;71;108;51;18;24;0;44.0;1120.0;3028.0;25.0;2725.0;40.0;0.0;0.0;0.0;0.0;0.0;1847.0;0.0;0.008256274768824307
Sudeste;3;ES;32;3205002;0;3;2;5;1576;8;11;5;2;5;0;1.0;120.0;51.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4314407;0;4;1;1;1578;790;303;126;168;303;301;38.0;1925.0;4431.0;83.0;0.0;0.0;0.0;0.0;1472.0;32.0;410.0;592.0;2.0;0.018731663281426315
Centro-Oeste;5;GO;52;5221858;0;3;2;4;1580;51;29;11;18;7;0;6.0;690.0;500.0;0.0;170.0;9.0;13.0;2.0;0.0;0.0;0.0;500.0;0.0;0.0
Sudeste;3;SP;35;3520509;0;3;1;2;1583;16;89;42;22;8;0;7.0;625.0;1233.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0332522303325223
Sudeste;3;SP;35;3518404;0;3;1;2;1584;19;71;32;20;39;13;8.0;652.0;1307.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3152501;0;1;2;5;1586;107;132;68;62;61;0;14.0;1174.0;2203.0;11.0;723.0;121.0;228.0;0.0;0.0;0.0;0.0;2173.0;0.0;0.004993191103041307
Centro-Oeste;5;MT;51;5107958;0;3;2;4;1587;17;92;18;46;15;0;15.0;769.0;1300.0;19.0;775.0;29.0;181.0;0.0;0.0;0.0;0.0;279.0;0.0;0.014615384615384615
Nordeste;2;MA;21;2111300;1;2;2;4;1590;86;165;100;48;50;0;21.0;17760.0;3752.0;7.0;3702.0;183.0;348.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0018656716417910447
Norte;1;AP;16;1600303;1;3;2;5;1591;59;126;79;27;36;0;11.0;3204.0;2689.0;4.0;2671.0;267.0;203.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0014875418371141688
Sudeste;3;ES;32;3205309;1;3;2;4;1596;7;6;1;2;2;1;1.0;450.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0
Nordeste;2;MA;21;2111300;1;3;2;4;1597;10;12;3;2;1;0;8.0;574.0;168.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3170206;0;2;2;4;1598;37;47;20;21;12;0;26.0;488.0;1361.0;12.0;204.0;31.0;171.0;2.0;0.0;0.0;0.0;260.0;0.0;0.00881704628949302
Sudeste;3;MG;31;3162500;0;2;2;4;1599;138;183;79;35;44;0;14.0;1636.0;2405.0;1.0;784.0;211.0;215.0;0.0;0.0;0.0;36.0;94.0;0.0;0.0004158004158004158
Sudeste;3;MG;31;3143302;0;2;2;5;1600;187;113;60;53;15;0;10.0;983.0;1485.0;1.0;1242.0;1041.0;119.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0006734006734006734
Sudeste;3;MG;31;3119302;0;3;2;5;1601;27;76;32;13;21;0;7.0;700.0;222.0;0.0;12.0;1.0;0.0;0.0;221.0;0.0;0.0;222.0;0.0;0.0
Centro-Oeste;5;MS;50;5002902;0;3;2;4;1606;18;27;7;8;0;0;7.0;57.0;139.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;121.0;0.0;0.0
Nordeste;2;PI;22;2202901;0;3;2;4;1609;5;16;6;0;3;0;1.0;91.0;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4101606;0;3;2;4;1611;3;10;8;1;1;0;4.0;220.0;39.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564
Sul;4;PR;41;4127700;0;3;2;5;1612;41;65;34;12;13;0;14.0;1365.0;567.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.0;0.0;0.015873015873015872
Sul;4;PR;41;4111605;0;3;2;5;1613;77;62;39;17;28;28;7.0;407.0;682.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;670.0;0.0;0.005865102639296188
Sul;4;PR;41;4118204;0;3;2;5;1615;33;55;29;11;11;0;9.0;1258.0;603.0;8.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013266998341625208
Sudeste;3;RJ;33;3304557;1;3;2;4;1616;7;23;10;5;2;0;2.0;65.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4202404;0;2;2;4;1618;16;52;30;17;14;0;27.0;479.0;1342.0;15.0;171.0;29.0;136.0;6.0;0.0;0.0;0.0;0.0;0.0;0.011177347242921014
Sudeste;3;SP;35;3533908;0;3;2;4;1619;6;8;5;1;0;0;1.0;560.0;51.0;0.0;51.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3533502;0;3;2;4;1620;3;14;3;1;1;0;3.0;200.0;100.0;0.0;5.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3533403;0;3;2;4;1621;13;8;5;1;1;1;3.0;170.0;76.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013157894736842105
Sudeste;3;SP;35;3502101;0;3;2;5;1623;3;25;11;10;2;0;1.0;102.0;155.0;1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0064516129032258064
Sudeste;3;SP;35;3550100;0;3;2;5;1624;13;30;10;16;2;0;6.0;1040.0;671.0;4.0;77.0;1.0;19.0;15.0;0.0;0.0;0.0;671.0;0.0;0.005961251862891207
Nordeste;2;AL;27;2704302;1;3;2;4;1637;5;31;19;1;4;0;3.0;308.0;299.0;1.0;50.0;0.0;47.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0033444816053511705
Norte;1;AM;13;1302603;1;3;2;4;1638;18;15;4;6;5;0;1.0;100.0;125.0;0.0;121.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;0.0;0.0
Nordeste;2;BA;29;2927408;1;3;2;4;1639;74;7;3;2;0;0;9.0;61.0;58.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017241379310344827
Nordeste;2;BA;29;2923803;0;2;2;4;1640;129;78;42;17;22;0;58.0;894.0;3178.0;26.0;1091.0;735.0;354.0;2.0;0.0;0.0;0.0;986.0;0.0;0.008181246066708621
Nordeste;2;BA;29;2914802;0;3;2;4;1642;116;73;43;24;38;0;13.0;3279.0;3493.0;1.0;630.0;125.0;507.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000286286859433152
Nordeste;2;BA;29;2910800;0;2;2;5;1643;91;191;104;30;63;0;18.0;2716.0;3398.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.0;0.0;0.0005885815185403178
Nordeste;2;BA;29;2918001;0;3;2;4;1645;72;58;40;16;3;0;12.0;2718.0;2911.0;0.0;466.0;73.0;397.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2304400;1;3;2;4;1647;26;63;30;9;10;0;8.0;821.0;1195.0;4.0;677.0;0.0;132.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033472803347280333
Sudeste;3;ES;32;3205309;1;3;2;5;1652;10;6;4;0;1;0;1.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;3;2;5;1656;24;61;34;8;14;0;8.0;790.0;1403.0;3.0;562.0;0.0;127.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021382751247327157
Sul;4;PR;41;4107207;0;2;2;4;1657;37;99;50;14;15;0;17.0;1148.0;761.0;1.0;242.0;52.0;28.0;47.0;1.0;1.0;0.0;0.0;19.0;0.001314060446780552
Nordeste;2;CE;23;2304400;1;2;2;4;1658;236;544;196;45;109;0;26.0;2266.0;26542.0;61.0;12823.0;0.0;3660.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0022982442920654058
Sudeste;3;SP;35;3534708;0;3;2;4;1659;40;36;21;13;8;0;13.0;11146.0;660.0;3.0;652.0;17.0;52.0;7.0;0.0;0.0;0.0;0.0;0.0;0.004545454545454545
Centro-Oeste;5;DF;53;5300108;1;2;2;4;1660;88;256;150;84;110;0;117.0;13557.0;16842.0;31.0;16808.0;70.0;359.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0018406365039781499
Centro-Oeste;5;DF;53;5300108;1;3;2;4;1661;80;16;5;11;0;0;6.0;200.0;686.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5208707;1;2;2;4;1663;40;122;74;36;33;28;33.0;3656.0;3780.0;5.0;416.0;8.0;220.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0013227513227513227
Sudeste;3;MG;31;3171204;0;3;2;4;1664;53;323;213;71;8;0;13.0;588.0;1707.0;15.0;232.0;87.0;123.0;22.0;0.0;0.0;0.0;0.0;0.0;0.008787346221441126
Sudeste;3;MG;31;3106200;1;2;2;4;1666;96;71;32;31;21;0;33.0;3371.0;774.0;16.0;774.0;26.0;64.0;62.0;0.0;0.0;0.0;187.0;0.0;0.020671834625323
Sudeste;3;MG;31;3131307;0;3;2;4;1669;71;88;25;18;9;0;1.0;147.0;835.0;0.0;153.0;62.0;84.0;0.0;0.0;0.0;78.0;254.0;1.0;0.0
Sudeste;3;MG;31;3109006;0;3;2;4;1670;26;25;20;3;6;3;4.0;460.0;440.0;0.0;409.0;11.0;28.0;19.0;0.0;0.0;438.0;320.0;0.0;0.0
Norte;1;PA;15;1506807;0;3;2;5;1672;122;63;31;7;2;0;14.0;1395.0;1379.0;0.0;221.0;203.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2607901;0;3;2;5;1675;79;61;15;2;0;0;12.0;4416.0;725.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001379310344827586
Nordeste;2;PE;26;2611606;1;2;2;4;1676;14;59;39;16;13;0;14.0;1260.0;799.0;0.0;225.0;7.0;4.0;220.0;0.0;0.0;0.0;742.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;3;2;4;1677;7;28;15;4;4;0;7.0;932.0;339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.008849557522123894
Sul;4;PR;41;4104006;0;3;2;4;1679;4;11;7;2;4;1;3.0;485.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;RN;24;2408003;0;3;2;4;1680;9;36;20;9;7;0;4.0;95.0;21.0;0.0;14.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;2;2;4;1683;92;106;55;20;65;0;16.0;6758.0;4481.0;6.0;3355.0;598.0;328.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013389868332961392
Sudeste;3;SP;35;3551009;0;3;2;4;1690;24;57;25;11;16;0;24.0;1795.0;1546.0;15.0;336.0;1.0;35.0;10.0;0.0;0.0;0.0;0.0;0.0;0.009702457956015523
Sudeste;3;SP;35;3522109;0;3;2;4;1693;2;8;3;3;0;0;2.0;200.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4204608;0;3;2;4;1694;35;105;64;14;10;0;13.0;1027.0;1905.0;2.0;982.0;15.0;233.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010498687664041995
Centro-Oeste;5;GO;52;5206206;0;3;2;4;1696;13;44;2;2;6;0;7.0;805.0;511.0;6.0;249.0;12.0;4.0;11.0;0.0;0.0;0.0;1.0;0.0;0.011741682974559686
Nordeste;2;PE;26;2616407;0;2;2;5;1697;66;222;96;86;81;0;19.0;4440.0;3041.0;0.0;989.0;413.0;138.0;121.0;0.0;0.0;0.0;2988.0;0.0;0.0
Norte;1;RO;11;1100114;0;3;2;4;1699;17;49;7;7;12;0;9.0;990.0;1044.0;3.0;307.0;110.0;28.0;78.0;0.0;0.0;0.0;973.0;0.0;0.0028735632183908046
Sudeste;3;MG;31;3167202;0;3;2;4;1700;18;32;20;12;3;0;9.0;1471.0;162.0;0.0;39.0;10.0;28.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;RR;14;1400100;1;2;2;4;1702;77;96;48;27;24;0;17.0;11637.0;1982.0;5.0;1957.0;44.0;152.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0025227043390514633
Centro-Oeste;5;GO;52;5218805;0;2;2;5;1703;53;40;22;16;13;0;18.0;2375.0;1349.0;2.0;108.0;70.0;0.0;0.0;0.0;0.0;0.0;1347.0;0.0;0.0014825796886582653
Nordeste;2;PE;26;2611606;1;2;2;4;1708;25;63;32;10;4;0;7.0;1466.0;1202.0;5.0;891.0;1.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004159733777038269
Nordeste;2;PE;26;2611606;1;2;2;4;1709;46;120;56;48;17;1;15.0;945.0;1567.0;2.0;372.0;90.0;285.0;0.0;0.0;0.0;0.0;301.0;0.0;0.0012763241863433313
Sudeste;3;SP;35;3541406;0;2;2;4;1711;14;37;17;7;8;0;6.0;2518.0;432.0;0.0;426.0;5.0;88.0;10.0;0.0;0.0;0.0;31.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;3;2;4;1712;10;25;10;8;1;0;6.0;650.0;199.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;184.0;198.0;0.0;0.0
Sudeste;3;SP;35;3551009;0;3;2;4;1713;35;24;13;8;13;6;7.0;817.0;371.0;0.0;370.0;0.0;26.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4106902;1;3;2;5;1714;39;23;14;6;1;1;7.0;343.0;272.0;0.0;141.0;0.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4108304;0;2;2;4;1716;225;160;85;36;56;0;46.0;1628.0;21770.0;302.0;1695.0;7.0;1482.0;18.0;0.0;0.0;0.0;0.0;0.0;0.013872301332108407
Nordeste;2;MA;21;2105302;0;3;2;4;1717;98;116;49;44;31;0;23.0;16985.0;2957.0;2.0;2911.0;475.0;229.0;261.0;0.0;0.0;0.0;0.0;0.0;0.0006763611768684477
Nordeste;2;BA;29;2910800;0;2;2;4;1718;74;127;82;45;75;0;45.0;3398.0;3711.0;3.0;664.0;610.0;13.0;127.0;0.0;0.0;0.0;0.0;0.0;0.0008084074373484236
Sudeste;3;MG;31;3106200;1;3;2;4;1720;39;36;21;12;6;0;6.0;549.0;494.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3171303;0;3;2;4;1721;15;35;16;11;6;1;10.0;750.0;197.0;0.0;21.0;4.0;4.0;14.0;0.0;0.0;2.0;138.0;0.0;0.0
Sudeste;3;SP;35;3547809;0;3;2;5;1723;46;51;24;25;4;0;8.0;800.0;643.0;0.0;175.0;5.0;94.0;76.0;0.0;0.0;0.0;45.0;0.0;0.0
Sudeste;3;SP;35;3552106;0;3;2;4;1725;10;11;9;2;9;0;6.0;442.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4119905;0;2;2;4;1726;24;43;20;5;19;4;15.0;596.0;629.0;5.0;36.0;3.0;4.0;0.0;0.0;0.0;0.0;148.0;0.0;0.00794912559618442
Norte;1;RO;11;1100205;1;3;2;4;1728;122;49;22;5;12;0;8.0;2844.0;986.0;40.0;168.0;40.0;81.0;49.0;0.0;0.0;0.0;0.0;0.0;0.04056795131845842
Sudeste;3;SP;35;3536703;0;3;2;4;1732;8;34;20;12;17;0;11.0;1040.0;508.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;492.0;0.0;0.003937007874015748
Sul;4;PR;41;4114609;0;3;2;4;1733;9;45;27;12;1;1;9.0;366.0;545.0;0.0;81.0;4.0;20.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;2;2;4;1734;166;151;57;81;39;0;26.0;9023.0;4989.0;5.0;4561.0;1061.0;444.0;225.0;0.0;0.0;0.0;0.0;0.0;0.0010022048506714773
Nordeste;2;CE;23;2307304;0;2;2;4;1735;373;230;113;66;58;0;13.0;4745.0;5501.0;25.0;4761.0;3440.0;389.0;0.0;0.0;0.0;0.0;4776.0;0.0;0.004544628249409198
Sudeste;3;RJ;33;3303302;0;2;2;5;1736;173;134;54;73;29;0;19.0;2493.0;3889.0;4.0;1288.0;0.0;445.0;0.0;0.0;0.0;0.0;242.0;0.0;0.0010285420416559527
Centro-Oeste;5;DF;53;5300108;1;3;2;5;1739;29;14;3;11;0;0;4.0;615.0;521.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;2;2;4;1742;27;58;39;14;11;0;20.0;503.0;612.0;1.0;43.0;0.0;30.0;13.0;0.0;0.0;0.0;261.0;0.0;0.0016339869281045752
Sudeste;3;SP;35;3550308;1;3;2;4;1743;85;23;7;7;0;0;5.0;350.0;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;1745;10;14;4;4;3;0;4.0;768.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2604007;0;3;2;5;1749;5;33;10;11;0;0;4.0;240.0;695.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;653.0;0.0;0.0014388489208633094
Sudeste;3;SP;35;3550308;1;3;2;4;1752;25;30;1;29;7;0;1.0;90.0;120.0;0.0;9.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PB;25;2507507;1;3;2;4;1753;159;139;40;95;123;13;9.0;2071.0;1383.0;35.0;547.0;1.0;546.0;0.0;0.0;0.0;5.0;192.0;0.0;0.025307302964569775
Sudeste;3;SP;35;3550308;1;3;2;5;1756;9;5;0;3;3;0;1.0;200.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;BA;29;2933307;0;3;2;4;1758;125;137;82;20;43;0;14.0;2422.0;2649.0;3.0;596.0;363.0;172.0;124.0;0.0;0.0;0.0;2261.0;0.0;0.0011325028312570782
Sul;4;PR;41;4106902;1;2;2;4;1759;92;66;35;24;18;0;55.0;1948.0;27492.0;901.0;819.0;0.0;819.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0327731703768369
Sudeste;3;SP;35;3550308;1;2;2;4;1762;46;32;20;10;5;0;11.0;91.0;161.0;1.0;11.0;0.0;5.0;6.0;0.0;0.0;0.0;41.0;0.0;0.006211180124223602
